paper_id,title,abstract,category,year
462,A Comparative Study of Hyperparameter Search for Scientific Workflows,"We study hyperparameter search for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses representation learning, embedding model, and scientific workflow on NeurIPS style tasks. Several experiments also touch on neighboring themes such as covariate shift and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2023
463,Federated Scientific Models for Machine Learning Methodology Study 129,"We study optimization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses uncertainty calibration, robustness, and benchmark on ICLR style tasks. Several experiments also touch on neighboring themes such as summarization and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2024
464,Probabilistic Representation Learning: Representation Learning and Document Retrieval,"We study representation learning for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses benchmark suite, benchmark, and dataset on ICML style tasks. Several experiments also touch on neighboring themes such as credible intervals and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2025
465,Benchmarking Embedding Model in Machine Learning Methodology,"We study uncertainty calibration for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses generalization, embedding model, and generalization on NeurIPS style tasks. Several experiments also touch on neighboring themes such as evidence ranking and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2020
466,A Comparative Study of Benchmark Suite for Scientific Workflows,"We study benchmark suite for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses hyperparameter search, robustness, and embedding model on ICLR style tasks. Several experiments also touch on neighboring themes such as posterior predictive checks and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2021
467,Active Learning Loops for Machine Learning Methodology Study 133,"We study generalization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses optimization, benchmark, and evaluation on ICML style tasks. Several experiments also touch on neighboring themes such as document retrieval and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2022
468,Federated Scientific Models: Hyperparameter Search and Event Reconstruction,"We study hyperparameter search for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses representation learning, embedding model, and transfer learning on NeurIPS style tasks. Several experiments also touch on neighboring themes such as covariate shift and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2023
469,Benchmarking Robustness in Machine Learning Methodology,"We study optimization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses uncertainty calibration, robustness, and uncertainty on ICLR style tasks. Several experiments also touch on neighboring themes such as summarization and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2024
470,A Comparative Study of Representation Learning for Scientific Workflows,"We study representation learning for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses benchmark suite, benchmark, and robustness on ICML style tasks. Several experiments also touch on neighboring themes such as credible intervals and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2025
471,Neural Operator Benchmarks for Machine Learning Methodology Study 137,"We study uncertainty calibration for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses generalization, embedding model, and ablation on NeurIPS style tasks. Several experiments also touch on neighboring themes such as evidence ranking and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2020
472,Active Learning Loops: Benchmark Suite and Simulation Grid,"We study benchmark suite for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses hyperparameter search, robustness, and scientific workflow on ICLR style tasks. Several experiments also touch on neighboring themes such as posterior predictive checks and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2021
473,Benchmarking Benchmark in Machine Learning Methodology,"We study generalization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses optimization, benchmark, and benchmark on ICML style tasks. Several experiments also touch on neighboring themes such as document retrieval and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2022
474,A Comparative Study of Hyperparameter Search for Scientific Workflows,"We study hyperparameter search for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses representation learning, embedding model, and dataset on NeurIPS style tasks. Several experiments also touch on neighboring themes such as covariate shift and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2023
475,Meta-Learning Optimizers for Machine Learning Methodology Study 141,"We study optimization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses uncertainty calibration, robustness, and generalization on ICLR style tasks. Several experiments also touch on neighboring themes such as summarization and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2024
476,Neural Operator Benchmarks: Representation Learning and Optimization,"We study representation learning for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses benchmark suite, benchmark, and embedding model on ICML style tasks. Several experiments also touch on neighboring themes such as credible intervals and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2025
477,Benchmarking Embedding Model in Machine Learning Methodology,"We study uncertainty calibration for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses generalization, embedding model, and evaluation on NeurIPS style tasks. Several experiments also touch on neighboring themes such as evidence ranking and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2020
478,A Comparative Study of Benchmark Suite for Scientific Workflows,"We study benchmark suite for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses hyperparameter search, robustness, and transfer learning on ICLR style tasks. Several experiments also touch on neighboring themes such as posterior predictive checks and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2021
479,Probabilistic Representation Learning for Machine Learning Methodology Study 145,"We study generalization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses optimization, benchmark, and uncertainty on ICML style tasks. Several experiments also touch on neighboring themes such as document retrieval and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2022
480,Meta-Learning Optimizers: Hyperparameter Search and Image Segmentation,"We study hyperparameter search for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses representation learning, embedding model, and robustness on NeurIPS style tasks. Several experiments also touch on neighboring themes such as covariate shift and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2023
481,Benchmarking Robustness in Machine Learning Methodology,"We study optimization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses uncertainty calibration, robustness, and ablation on ICLR style tasks. Several experiments also touch on neighboring themes such as summarization and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2024
482,A Comparative Study of Representation Learning for Scientific Workflows,"We study representation learning for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses benchmark suite, benchmark, and scientific workflow on ICML style tasks. Several experiments also touch on neighboring themes such as credible intervals and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2025
483,Federated Scientific Models for Machine Learning Methodology Study 149,"We study uncertainty calibration for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses generalization, embedding model, and benchmark on NeurIPS style tasks. Several experiments also touch on neighboring themes such as evidence ranking and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2020
484,Probabilistic Representation Learning: Benchmark Suite and Document Retrieval,"We study benchmark suite for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses hyperparameter search, robustness, and dataset on ICLR style tasks. Several experiments also touch on neighboring themes such as posterior predictive checks and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2021
485,Benchmarking Benchmark in Machine Learning Methodology,"We study generalization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses optimization, benchmark, and generalization on ICML style tasks. Several experiments also touch on neighboring themes such as document retrieval and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2022
486,A Comparative Study of Hyperparameter Search for Scientific Workflows,"We study hyperparameter search for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses representation learning, embedding model, and embedding model on NeurIPS style tasks. Several experiments also touch on neighboring themes such as covariate shift and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2023
487,Active Learning Loops for Machine Learning Methodology Study 153,"We study optimization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses uncertainty calibration, robustness, and evaluation on ICLR style tasks. Several experiments also touch on neighboring themes such as summarization and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2024
488,Federated Scientific Models: Representation Learning and Event Reconstruction,"We study representation learning for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses benchmark suite, benchmark, and transfer learning on ICML style tasks. Several experiments also touch on neighboring themes such as credible intervals and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2025
489,Benchmarking Embedding Model in Machine Learning Methodology,"We study uncertainty calibration for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses generalization, embedding model, and uncertainty on NeurIPS style tasks. Several experiments also touch on neighboring themes such as evidence ranking and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2020
490,A Comparative Study of Benchmark Suite for Scientific Workflows,"We study benchmark suite for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses hyperparameter search, robustness, and robustness on ICLR style tasks. Several experiments also touch on neighboring themes such as posterior predictive checks and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2021
491,Neural Operator Benchmarks for Machine Learning Methodology Study 157,"We study generalization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses optimization, benchmark, and ablation on ICML style tasks. Several experiments also touch on neighboring themes such as document retrieval and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2022
492,Active Learning Loops: Hyperparameter Search and Simulation Grid,"We study hyperparameter search for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses representation learning, embedding model, and scientific workflow on NeurIPS style tasks. Several experiments also touch on neighboring themes such as covariate shift and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2023
493,Benchmarking Robustness in Machine Learning Methodology,"We study optimization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses uncertainty calibration, robustness, and benchmark on ICLR style tasks. Several experiments also touch on neighboring themes such as summarization and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2024
494,A Comparative Study of Representation Learning for Scientific Workflows,"We study representation learning for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses benchmark suite, benchmark, and dataset on ICML style tasks. Several experiments also touch on neighboring themes such as credible intervals and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2025
495,Meta-Learning Optimizers for Machine Learning Methodology Study 161,"We study uncertainty calibration for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses generalization, embedding model, and generalization on NeurIPS style tasks. Several experiments also touch on neighboring themes such as evidence ranking and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2020
496,Neural Operator Benchmarks: Benchmark Suite and Optimization,"We study benchmark suite for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses hyperparameter search, robustness, and embedding model on ICLR style tasks. Several experiments also touch on neighboring themes such as posterior predictive checks and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2021
497,Benchmarking Benchmark in Machine Learning Methodology,"We study generalization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses optimization, benchmark, and evaluation on ICML style tasks. Several experiments also touch on neighboring themes such as document retrieval and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2022
498,A Comparative Study of Hyperparameter Search for Scientific Workflows,"We study hyperparameter search for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses representation learning, embedding model, and transfer learning on NeurIPS style tasks. Several experiments also touch on neighboring themes such as covariate shift and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2023
499,Probabilistic Representation Learning for Machine Learning Methodology Study 165,"We study optimization for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses uncertainty calibration, robustness, and uncertainty on ICLR style tasks. Several experiments also touch on neighboring themes such as summarization and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2024
500,Meta-Learning Optimizers: Representation Learning and Image Segmentation,"We study representation learning for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses benchmark suite, benchmark, and robustness on ICML style tasks. Several experiments also touch on neighboring themes such as credible intervals and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2025
501,Benchmarking Embedding Model in Machine Learning Methodology,"We study uncertainty calibration for machine learning methodology with comparisons against strong baselines and shared evaluation datasets. The paper discusses generalization, embedding model, and ablation on NeurIPS style tasks. Several experiments also touch on neighboring themes such as evidence ranking and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",cs.LG,2020
502,Lattice Simulation Surrogates for Computational Physics Study 1,"We study partial differential equations for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses boundary conditions, benchmark, and embedding model on PhysRevE style tasks. Several experiments also touch on neighboring themes such as measurement noise and question answering, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2023
503,Turbulence Solvers: Simulation Grid and Calibration Curve,"We study simulation grid for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses Hamiltonian system, simulation study, and evaluation on JCP style tasks. Several experiments also touch on neighboring themes such as optimization and calibration curve, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2024
504,Benchmarking Generalization in Computational Physics,"We study boundary conditions for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses solver convergence, generalization, and transfer learning on SciPost style tasks. Several experiments also touch on neighboring themes such as event reconstruction and causal effect, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2025
505,A Comparative Study of Hamiltonian System for Scientific Workflows,"We study Hamiltonian system for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses numerical stability, benchmark, and uncertainty on PhysRevE style tasks. Several experiments also touch on neighboring themes such as uncertainty calibration and posterior intervals, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2020
506,Inverse Problems in Physics for Computational Physics Study 5,"We study solver convergence for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses partial differential equations, simulation study, and robustness on JCP style tasks. Several experiments also touch on neighboring themes such as posterior intervals and representation learning, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2021
507,Lattice Simulation Surrogates: Numerical Stability and Question Answering,"We study numerical stability for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses simulation grid, generalization, and ablation on SciPost style tasks. Several experiments also touch on neighboring themes such as generalization and question answering, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2022
508,Benchmarking Benchmark in Computational Physics,"We study partial differential equations for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses boundary conditions, benchmark, and scientific workflow on PhysRevE style tasks. Several experiments also touch on neighboring themes such as measurement noise and calibration curve, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2023
509,A Comparative Study of Simulation Grid for Scientific Workflows,"We study simulation grid for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses Hamiltonian system, simulation study, and benchmark on JCP style tasks. Several experiments also touch on neighboring themes such as optimization and causal effect, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2024
510,Quantum Monte Carlo Acceleration for Computational Physics Study 9,"We study boundary conditions for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses solver convergence, generalization, and dataset on SciPost style tasks. Several experiments also touch on neighboring themes such as event reconstruction and posterior intervals, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2025
511,Inverse Problems in Physics: Hamiltonian System and Representation Learning,"We study Hamiltonian system for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses numerical stability, benchmark, and generalization on PhysRevE style tasks. Several experiments also touch on neighboring themes such as uncertainty calibration and representation learning, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2020
512,Benchmarking Simulation Study in Computational Physics,"We study solver convergence for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses partial differential equations, simulation study, and embedding model on JCP style tasks. Several experiments also touch on neighboring themes such as posterior intervals and question answering, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2021
513,A Comparative Study of Numerical Stability for Scientific Workflows,"We study numerical stability for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses simulation grid, generalization, and evaluation on SciPost style tasks. Several experiments also touch on neighboring themes such as generalization and calibration curve, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2022
514,Plasma Dynamics Emulators for Computational Physics Study 13,"We study partial differential equations for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses boundary conditions, benchmark, and transfer learning on PhysRevE style tasks. Several experiments also touch on neighboring themes such as measurement noise and causal effect, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2023
515,Quantum Monte Carlo Acceleration: Simulation Grid and Posterior Intervals,"We study simulation grid for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses Hamiltonian system, simulation study, and uncertainty on JCP style tasks. Several experiments also touch on neighboring themes such as optimization and posterior intervals, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2024
516,Benchmarking Generalization in Computational Physics,"We study boundary conditions for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses solver convergence, generalization, and robustness on SciPost style tasks. Several experiments also touch on neighboring themes such as event reconstruction and representation learning, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2025
517,A Comparative Study of Hamiltonian System for Scientific Workflows,"We study Hamiltonian system for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses numerical stability, benchmark, and ablation on PhysRevE style tasks. Several experiments also touch on neighboring themes such as uncertainty calibration and question answering, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2020
518,Turbulence Solvers for Computational Physics Study 17,"We study solver convergence for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses partial differential equations, simulation study, and scientific workflow on JCP style tasks. Several experiments also touch on neighboring themes such as posterior intervals and calibration curve, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2021
519,Plasma Dynamics Emulators: Numerical Stability and Causal Effect,"We study numerical stability for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses simulation grid, generalization, and benchmark on SciPost style tasks. Several experiments also touch on neighboring themes such as generalization and causal effect, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2022
520,Benchmarking Benchmark in Computational Physics,"We study partial differential equations for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses boundary conditions, benchmark, and dataset on PhysRevE style tasks. Several experiments also touch on neighboring themes such as measurement noise and posterior intervals, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2023
521,A Comparative Study of Simulation Grid for Scientific Workflows,"We study simulation grid for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses Hamiltonian system, simulation study, and generalization on JCP style tasks. Several experiments also touch on neighboring themes such as optimization and representation learning, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2024
522,Lattice Simulation Surrogates for Computational Physics Study 21,"We study boundary conditions for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses solver convergence, generalization, and embedding model on SciPost style tasks. Several experiments also touch on neighboring themes such as event reconstruction and question answering, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2025
523,Turbulence Solvers: Hamiltonian System and Calibration Curve,"We study Hamiltonian system for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses numerical stability, benchmark, and evaluation on PhysRevE style tasks. Several experiments also touch on neighboring themes such as uncertainty calibration and calibration curve, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2020
524,Benchmarking Simulation Study in Computational Physics,"We study solver convergence for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses partial differential equations, simulation study, and transfer learning on JCP style tasks. Several experiments also touch on neighboring themes such as posterior intervals and causal effect, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2021
525,A Comparative Study of Numerical Stability for Scientific Workflows,"We study numerical stability for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses simulation grid, generalization, and uncertainty on SciPost style tasks. Several experiments also touch on neighboring themes such as generalization and posterior intervals, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2022
526,Inverse Problems in Physics for Computational Physics Study 25,"We study partial differential equations for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses boundary conditions, benchmark, and robustness on PhysRevE style tasks. Several experiments also touch on neighboring themes such as measurement noise and representation learning, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2023
527,Lattice Simulation Surrogates: Simulation Grid and Question Answering,"We study simulation grid for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses Hamiltonian system, simulation study, and ablation on JCP style tasks. Several experiments also touch on neighboring themes such as optimization and question answering, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2024
528,Benchmarking Generalization in Computational Physics,"We study boundary conditions for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses solver convergence, generalization, and scientific workflow on SciPost style tasks. Several experiments also touch on neighboring themes such as event reconstruction and calibration curve, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2025
529,A Comparative Study of Hamiltonian System for Scientific Workflows,"We study Hamiltonian system for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses numerical stability, benchmark, and benchmark on PhysRevE style tasks. Several experiments also touch on neighboring themes such as uncertainty calibration and causal effect, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2020
530,Quantum Monte Carlo Acceleration for Computational Physics Study 29,"We study solver convergence for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses partial differential equations, simulation study, and dataset on JCP style tasks. Several experiments also touch on neighboring themes such as posterior intervals and posterior intervals, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2021
531,Inverse Problems in Physics: Numerical Stability and Representation Learning,"We study numerical stability for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses simulation grid, generalization, and generalization on SciPost style tasks. Several experiments also touch on neighboring themes such as generalization and representation learning, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2022
532,Benchmarking Benchmark in Computational Physics,"We study partial differential equations for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses boundary conditions, benchmark, and embedding model on PhysRevE style tasks. Several experiments also touch on neighboring themes such as measurement noise and question answering, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2023
533,A Comparative Study of Simulation Grid for Scientific Workflows,"We study simulation grid for computational physics with comparisons against strong baselines and shared evaluation datasets. The paper discusses Hamiltonian system, simulation study, and evaluation on JCP style tasks. Several experiments also touch on neighboring themes such as optimization and calibration curve, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.comp-ph,2024
